Next Week,Weekday,Item Name,Forecast,Forecast Lower,Forecast Upper
2025-03-22,Saturday,Pulled pork Bun,2.0,2.0,3.0
2025-03-23,Sunday,Pulled pork Bun,2.0,2.0,3.0
2025-03-24,Monday,Pulled pork Bun,2.0,2.0,3.0
2025-03-25,Tuesday,Pulled pork Bun,2.0,2.0,3.0
2025-03-26,Wednesday,Pulled pork Bun,3.0,2.0,3.0
2025-03-27,Thursday,Pulled pork Bun,3.0,2.0,3.0
2025-03-21,Friday,Reuben Focaccia,2.0,1.0,2.0
2025-03-22,Saturday,Reuben Focaccia,2.0,1.0,2.0
2025-03-23,Sunday,Reuben Focaccia,2.0,1.0,2.0
2025-03-24,Monday,Reuben Focaccia,2.0,1.0,3.0
2025-03-25,Tuesday,Reuben Focaccia,2.0,1.0,3.0
2025-03-26,Wednesday,Reuben Focaccia,2.0,1.0,3.0
2025-03-27,Thursday,Reuben Focaccia,2.0,1.0,2.0
2025-03-21,Friday,Roiboss Tea,-22.0,-22.0,-22.0
2025-03-22,Saturday,Roiboss Tea,-23.0,-23.0,-23.0
2025-03-23,Sunday,Roiboss Tea,-24.0,-24.0,-24.0
2025-03-24,Monday,Roiboss Tea,-25.0,-25.0,-25.0
2025-03-25,Tuesday,Roiboss Tea,-26.0,-26.0,-26.0
2025-03-26,Wednesday,Roiboss Tea,-27.0,-27.0,-27.0
2025-03-27,Thursday,Roiboss Tea,-28.0,-28.0,-28.0
2025-03-21,Friday,Salad plate,-1.0,-2.0,0.0
2025-03-22,Saturday,Salad plate,-1.0,-2.0,0.0
2025-03-23,Sunday,Salad plate,-1.0,-2.0,-0.0
2025-03-24,Monday,Salad plate,-1.0,-2.0,-0.0
2025-03-25,Tuesday,Salad plate,-1.0,-2.0,-0.0
2025-03-26,Wednesday,Salad plate,-1.0,-2.0,-0.0
2025-03-27,Thursday,Salad plate,-2.0,-2.0,-1.0
2025-03-21,Friday,San Pellegrino Aranciata,3.0,3.0,4.0
2025-03-22,Saturday,San Pellegrino Aranciata,3.0,3.0,4.0
2025-03-23,Sunday,San Pellegrino Aranciata,3.0,3.0,4.0
2025-03-24,Monday,San Pellegrino Aranciata,4.0,3.0,4.0
2025-03-25,Tuesday,San Pellegrino Aranciata,4.0,3.0,4.0
2025-03-26,Wednesday,San Pellegrino Aranciata,4.0,4.0,4.0
2025-03-27,Thursday,San Pellegrino Aranciata,4.0,4.0,4.0
2025-03-21,Friday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-22,Saturday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-23,Sunday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-24,Monday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-25,Tuesday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-26,Wednesday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-27,Thursday,San Pellegrino Limonata,1.0,1.0,1.0
2025-03-21,Friday,Sausage roll Pork,4.0,3.0,5.0
2025-03-22,Saturday,Sausage roll Pork,4.0,3.0,5.0
2025-03-23,Sunday,Sausage roll Pork,4.0,3.0,5.0
2025-03-24,Monday,Sausage roll Pork,5.0,4.0,6.0
2025-03-25,Tuesday,Sausage roll Pork,5.0,4.0,6.0
2025-03-26,Wednesday,Sausage roll Pork,5.0,4.0,6.0
2025-03-27,Thursday,Sausage roll Pork,5.0,4.0,6.0
2025-03-21,Friday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-22,Saturday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-23,Sunday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-24,Monday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-25,Tuesday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-26,Wednesday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-27,Thursday,Serrano Ham & Pesto Focaccia,1.0,0.0,1.0
2025-03-21,Friday,Shakshuka,8.0,6.0,9.0
2025-03-22,Saturday,Shakshuka,8.0,6.0,9.0
2025-03-23,Sunday,Shakshuka,8.0,7.0,10.0
2025-03-24,Monday,Shakshuka,8.0,7.0,10.0
2025-03-25,Tuesday,Shakshuka,9.0,7.0,10.0
2025-03-26,Wednesday,Shakshuka,9.0,7.0,11.0
2025-03-27,Thursday,Shakshuka,9.0,8.0,11.0
2025-03-21,Friday,Smoothie,1.0,-2.0,3.0
2025-03-22,Saturday,Smoothie,0.0,-2.0,2.0
2025-03-23,Sunday,Smoothie,0.0,-2.0,2.0
2025-03-24,Monday,Smoothie,0.0,-2.0,2.0
2025-03-25,Tuesday,Smoothie,0.0,-2.0,2.0
2025-03-26,Wednesday,Smoothie,-0.0,-2.0,2.0
2025-03-27,Thursday,Smoothie,-0.0,-2.0,2.0
2025-03-21,Friday,Soup & Toastie,1.0,1.0,1.0
2025-03-22,Saturday,Soup & Toastie,1.0,1.0,1.0
2025-03-23,Sunday,Soup & Toastie,1.0,1.0,1.0
2025-03-24,Monday,Soup & Toastie,1.0,1.0,1.0
2025-03-25,Tuesday,Soup & Toastie,1.0,1.0,1.0
2025-03-26,Wednesday,Soup & Toastie,1.0,1.0,1.0
2025-03-27,Thursday,Soup & Toastie,1.0,1.0,1.0
2025-03-21,Friday,Soup of the day,1.0,1.0,1.0
2025-03-22,Saturday,Soup of the day,1.0,1.0,1.0
2025-03-23,Sunday,Soup of the day,1.0,1.0,1.0
2025-03-24,Monday,Soup of the day,1.0,1.0,1.0
2025-03-25,Tuesday,Soup of the day,1.0,1.0,1.0
2025-03-26,Wednesday,Soup of the day,1.0,1.0,1.0
2025-03-27,Thursday,Soup of the day,1.0,1.0,1.0
2025-03-21,Friday,Sourdough Classic White Loaf,4.0,2.0,5.0
2025-03-22,Saturday,Sourdough Classic White Loaf,4.0,2.0,5.0
2025-03-23,Sunday,Sourdough Classic White Loaf,4.0,2.0,5.0
2025-03-24,Monday,Sourdough Classic White Loaf,4.0,2.0,6.0
2025-03-25,Tuesday,Sourdough Classic White Loaf,4.0,2.0,5.0
2025-03-26,Wednesday,Sourdough Classic White Loaf,4.0,2.0,6.0
2025-03-27,Thursday,Sourdough Classic White Loaf,4.0,2.0,6.0
2025-03-21,Friday,Sourdough Toast,2.0,2.0,3.0
2025-03-22,Saturday,Sourdough Toast,2.0,2.0,3.0
2025-03-23,Sunday,Sourdough Toast,2.0,2.0,3.0
2025-03-24,Monday,Sourdough Toast,2.0,2.0,3.0
2025-03-25,Tuesday,Sourdough Toast,2.0,2.0,3.0
2025-03-26,Wednesday,Sourdough Toast,2.0,2.0,3.0
2025-03-27,Thursday,Sourdough Toast,2.0,2.0,3.0
2025-03-21,Friday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-22,Saturday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-23,Sunday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-24,Monday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-25,Tuesday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-26,Wednesday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-27,Thursday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-21,Friday,Triple Mint tea,0.0,-0.0,1.0
2025-03-22,Saturday,Triple Mint tea,0.0,-0.0,1.0
2025-03-23,Sunday,Triple Mint tea,0.0,-0.0,1.0
2025-03-24,Monday,Triple Mint tea,0.0,-0.0,1.0
2025-03-25,Tuesday,Triple Mint tea,0.0,-0.0,1.0
2025-03-26,Wednesday,Triple Mint tea,0.0,-0.0,1.0
2025-03-27,Thursday,Triple Mint tea,0.0,-1.0,1.0
2025-03-21,Friday,Tuna Focaccia,1.0,-0.0,1.0
2025-03-22,Saturday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-23,Sunday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-24,Monday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-25,Tuesday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-26,Wednesday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-27,Thursday,Tuna Focaccia,0.0,-0.0,1.0
2025-03-21,Friday,Turkish Eggs,-1.0,-1.0,-0.0
2025-03-22,Saturday,Turkish Eggs,-1.0,-1.0,-0.0
2025-03-23,Sunday,Turkish Eggs,-1.0,-1.0,-1.0
2025-03-24,Monday,Turkish Eggs,-1.0,-1.0,-1.0
2025-03-25,Tuesday,Turkish Eggs,-1.0,-1.0,-1.0
2025-03-26,Wednesday,Turkish Eggs,-1.0,-1.0,-1.0
2025-03-27,Thursday,Turkish Eggs,-1.0,-1.0,-1.0
2025-03-21,Friday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-22,Saturday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-23,Sunday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-24,Monday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-25,Tuesday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-26,Wednesday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-27,Thursday,Vegan Banana Cake,2.0,1.0,3.0
2025-03-21,Friday,Vegan Chocolate & Peanut Butter Cake,-0.0,-2.0,1.0
2025-03-22,Saturday,Vegan Chocolate & Peanut Butter Cake,-0.0,-2.0,1.0
2025-03-23,Sunday,Vegan Chocolate & Peanut Butter Cake,-1.0,-2.0,1.0
2025-03-24,Monday,Vegan Chocolate & Peanut Butter Cake,-1.0,-2.0,1.0
2025-03-25,Tuesday,Vegan Chocolate & Peanut Butter Cake,-1.0,-2.0,1.0
2025-03-26,Wednesday,Vegan Chocolate & Peanut Butter Cake,-1.0,-3.0,1.0
2025-03-27,Thursday,Vegan Chocolate & Peanut Butter Cake,-1.0,-3.0,1.0
2025-03-21,Friday,Vegan Lemon and Blueberry Drizzle cake,4.0,3.0,6.0
2025-03-22,Saturday,Vegan Lemon and Blueberry Drizzle cake,5.0,3.0,6.0
2025-03-23,Sunday,Vegan Lemon and Blueberry Drizzle cake,5.0,3.0,6.0
2025-03-24,Monday,Vegan Lemon and Blueberry Drizzle cake,5.0,3.0,6.0
2025-03-25,Tuesday,Vegan Lemon and Blueberry Drizzle cake,5.0,3.0,6.0
2025-03-26,Wednesday,Vegan Lemon and Blueberry Drizzle cake,5.0,3.0,6.0
2025-03-27,Thursday,Vegan Lemon and Blueberry Drizzle cake,5.0,4.0,7.0
2025-03-21,Friday,Vegan Middle Eastern Dish,1.0,-0.0,1.0
2025-03-22,Saturday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-23,Sunday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-24,Monday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-25,Tuesday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-26,Wednesday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-27,Thursday,Vegan Middle Eastern Dish,0.0,-0.0,1.0
2025-03-21,Friday,Yallah House 250g,1.0,1.0,1.0
2025-03-22,Saturday,Yallah House 250g,1.0,1.0,1.0
2025-03-23,Sunday,Yallah House 250g,1.0,1.0,1.0
2025-03-24,Monday,Yallah House 250g,1.0,1.0,1.0
2025-03-25,Tuesday,Yallah House 250g,1.0,1.0,1.0
2025-03-26,Wednesday,Yallah House 250g,1.0,1.0,1.0
2025-03-27,Thursday,Yallah House 250g,1.0,1.0,1.0
2025-03-21,Friday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-22,Saturday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-23,Sunday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-24,Monday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-25,Tuesday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-26,Wednesday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-27,Thursday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-21,Friday,Yoyo Snack,3.0,1.0,5.0
2025-03-22,Saturday,Yoyo Snack,3.0,2.0,5.0
2025-03-23,Sunday,Yoyo Snack,3.0,2.0,5.0
2025-03-24,Monday,Yoyo Snack,3.0,2.0,5.0
2025-03-25,Tuesday,Yoyo Snack,3.0,2.0,5.0
2025-03-26,Wednesday,Yoyo Snack,3.0,2.0,5.0
2025-03-27,Thursday,Yoyo Snack,3.0,2.0,5.0
