Next Week,Weekday,Item Name,Forecast,Forecast Lower,Forecast Upper
2025-03-21,Friday,Smoothie,1.0,1.0,1.0
2025-03-22,Saturday,Smoothie,1.0,1.0,1.0
2025-03-23,Sunday,Smoothie,1.0,1.0,1.0
2025-03-24,Monday,Smoothie,1.0,1.0,1.0
2025-03-25,Tuesday,Smoothie,1.0,1.0,1.0
2025-03-26,Wednesday,Smoothie,1.0,1.0,1.0
2025-03-27,Thursday,Smoothie,1.0,1.0,1.0
2025-03-21,Friday,Soup of the day,6.0,3.0,10.0
2025-03-22,Saturday,Soup of the day,6.0,2.0,9.0
2025-03-23,Sunday,Soup of the day,3.0,-1.0,6.0
2025-03-24,Monday,Soup of the day,5.0,1.0,8.0
2025-03-25,Tuesday,Soup of the day,5.0,2.0,9.0
2025-03-26,Wednesday,Soup of the day,7.0,3.0,11.0
2025-03-27,Thursday,Soup of the day,4.0,1.0,8.0
2025-03-21,Friday,Sourdough Classic White Loaf,3.0,1.0,4.0
2025-03-22,Saturday,Sourdough Classic White Loaf,3.0,1.0,4.0
2025-03-23,Sunday,Sourdough Classic White Loaf,2.0,1.0,3.0
2025-03-24,Monday,Sourdough Classic White Loaf,2.0,1.0,3.0
2025-03-25,Tuesday,Sourdough Classic White Loaf,2.0,1.0,4.0
2025-03-26,Wednesday,Sourdough Classic White Loaf,3.0,1.0,4.0
2025-03-27,Thursday,Sourdough Classic White Loaf,2.0,1.0,3.0
2025-03-21,Friday,Sourdough Toast,0.0,-1.0,1.0
2025-03-22,Saturday,Sourdough Toast,1.0,-0.0,3.0
2025-03-23,Sunday,Sourdough Toast,1.0,-0.0,3.0
2025-03-24,Monday,Sourdough Toast,-1.0,-2.0,1.0
2025-03-25,Tuesday,Sourdough Toast,-0.0,-1.0,1.0
2025-03-26,Wednesday,Sourdough Toast,-1.0,-2.0,1.0
2025-03-27,Thursday,Sourdough Toast,2.0,0.0,3.0
2025-03-21,Friday,Sourdough Toast & Peanut Butter,-4.0,-4.0,-3.0
2025-03-22,Saturday,Sourdough Toast & Peanut Butter,1.0,-0.0,1.0
2025-03-23,Sunday,Sourdough Toast & Peanut Butter,-1.0,-1.0,-0.0
2025-03-24,Monday,Sourdough Toast & Peanut Butter,0.0,-0.0,1.0
2025-03-25,Tuesday,Sourdough Toast & Peanut Butter,0.0,-0.0,1.0
2025-03-26,Wednesday,Sourdough Toast & Peanut Butter,-0.0,-1.0,0.0
2025-03-27,Thursday,Sourdough Toast & Peanut Butter,-1.0,-1.0,-1.0
2025-03-21,Friday,Sourdough Toast & raspberry jam,1.0,1.0,2.0
2025-03-22,Saturday,Sourdough Toast & raspberry jam,1.0,1.0,2.0
2025-03-23,Sunday,Sourdough Toast & raspberry jam,1.0,1.0,2.0
2025-03-24,Monday,Sourdough Toast & raspberry jam,2.0,1.0,2.0
2025-03-25,Tuesday,Sourdough Toast & raspberry jam,3.0,2.0,3.0
2025-03-26,Wednesday,Sourdough Toast & raspberry jam,2.0,1.0,2.0
2025-03-27,Thursday,Sourdough Toast & raspberry jam,1.0,1.0,2.0
2025-03-21,Friday,Sourdough Toast with marmite,1.0,1.0,2.0
2025-03-22,Saturday,Sourdough Toast with marmite,1.0,1.0,2.0
2025-03-23,Sunday,Sourdough Toast with marmite,2.0,1.0,2.0
2025-03-24,Monday,Sourdough Toast with marmite,2.0,1.0,2.0
2025-03-25,Tuesday,Sourdough Toast with marmite,1.0,1.0,2.0
2025-03-26,Wednesday,Sourdough Toast with marmite,1.0,1.0,2.0
2025-03-27,Thursday,Sourdough Toast with marmite,1.0,1.0,2.0
2025-03-21,Friday,Sparkling Water,2.0,2.0,3.0
2025-03-22,Saturday,Sparkling Water,0.0,-0.0,1.0
2025-03-23,Sunday,Sparkling Water,-1.0,-1.0,-0.0
2025-03-24,Monday,Sparkling Water,2.0,1.0,2.0
2025-03-25,Tuesday,Sparkling Water,1.0,0.0,1.0
2025-03-26,Wednesday,Sparkling Water,1.0,1.0,2.0
2025-03-27,Thursday,Sparkling Water,1.0,1.0,2.0
2025-03-21,Friday,Spoon of salad,4.0,2.0,6.0
2025-03-22,Saturday,Spoon of salad,3.0,1.0,5.0
2025-03-23,Sunday,Spoon of salad,2.0,-0.0,3.0
2025-03-24,Monday,Spoon of salad,3.0,1.0,5.0
2025-03-25,Tuesday,Spoon of salad,2.0,-0.0,4.0
2025-03-26,Wednesday,Spoon of salad,2.0,0.0,4.0
2025-03-27,Thursday,Spoon of salad,2.0,0.0,4.0
2025-03-21,Friday,Still Water,1.0,0.0,2.0
2025-03-22,Saturday,Still Water,1.0,-0.0,2.0
2025-03-23,Sunday,Still Water,0.0,-0.0,1.0
2025-03-24,Monday,Still Water,1.0,-0.0,2.0
2025-03-25,Tuesday,Still Water,2.0,1.0,2.0
2025-03-26,Wednesday,Still Water,2.0,1.0,3.0
2025-03-27,Thursday,Still Water,0.0,-1.0,1.0
2025-03-21,Friday,Syrup shot,3.0,1.0,6.0
2025-03-22,Saturday,Syrup shot,3.0,0.0,5.0
2025-03-23,Sunday,Syrup shot,2.0,-0.0,5.0
2025-03-24,Monday,Syrup shot,4.0,2.0,7.0
2025-03-25,Tuesday,Syrup shot,3.0,1.0,6.0
2025-03-26,Wednesday,Syrup shot,5.0,2.0,7.0
2025-03-27,Thursday,Syrup shot,6.0,4.0,9.0
2025-03-21,Friday,Tahini & sesame cookies,2.0,1.0,3.0
2025-03-22,Saturday,Tahini & sesame cookies,2.0,1.0,3.0
2025-03-23,Sunday,Tahini & sesame cookies,2.0,1.0,3.0
2025-03-24,Monday,Tahini & sesame cookies,2.0,1.0,3.0
2025-03-25,Tuesday,Tahini & sesame cookies,3.0,2.0,4.0
2025-03-26,Wednesday,Tahini & sesame cookies,3.0,1.0,3.0
2025-03-27,Thursday,Tahini & sesame cookies,2.0,1.0,3.0
2025-03-21,Friday,Triple Mint tea,2.0,1.0,4.0
2025-03-22,Saturday,Triple Mint tea,2.0,1.0,4.0
2025-03-23,Sunday,Triple Mint tea,2.0,0.0,3.0
2025-03-24,Monday,Triple Mint tea,2.0,0.0,3.0
2025-03-25,Tuesday,Triple Mint tea,3.0,1.0,4.0
2025-03-26,Wednesday,Triple Mint tea,3.0,1.0,4.0
2025-03-27,Thursday,Triple Mint tea,2.0,0.0,3.0
2025-03-21,Friday,Tuna Focaccia,3.0,2.0,4.0
2025-03-22,Saturday,Tuna Focaccia,3.0,2.0,4.0
2025-03-23,Sunday,Tuna Focaccia,2.0,1.0,3.0
2025-03-24,Monday,Tuna Focaccia,3.0,2.0,4.0
2025-03-25,Tuesday,Tuna Focaccia,3.0,2.0,4.0
2025-03-26,Wednesday,Tuna Focaccia,3.0,2.0,4.0
2025-03-27,Thursday,Tuna Focaccia,2.0,2.0,3.0
2025-03-21,Friday,Vegan Banana Cake,3.0,2.0,5.0
2025-03-22,Saturday,Vegan Banana Cake,3.0,1.0,5.0
2025-03-23,Sunday,Vegan Banana Cake,4.0,2.0,5.0
2025-03-24,Monday,Vegan Banana Cake,3.0,1.0,4.0
2025-03-25,Tuesday,Vegan Banana Cake,3.0,2.0,5.0
2025-03-26,Wednesday,Vegan Banana Cake,3.0,2.0,5.0
2025-03-27,Thursday,Vegan Banana Cake,3.0,2.0,5.0
2025-03-21,Friday,Vegan Chocolate & Peanut Butter Cake,3.0,2.0,4.0
2025-03-22,Saturday,Vegan Chocolate & Peanut Butter Cake,3.0,1.0,4.0
2025-03-23,Sunday,Vegan Chocolate & Peanut Butter Cake,3.0,2.0,4.0
2025-03-24,Monday,Vegan Chocolate & Peanut Butter Cake,3.0,2.0,4.0
2025-03-25,Tuesday,Vegan Chocolate & Peanut Butter Cake,2.0,1.0,4.0
2025-03-26,Wednesday,Vegan Chocolate & Peanut Butter Cake,2.0,1.0,4.0
2025-03-27,Thursday,Vegan Chocolate & Peanut Butter Cake,2.0,1.0,4.0
2025-03-21,Friday,Vegan Lemon and Blueberry Drizzle cake,4.0,2.0,6.0
2025-03-22,Saturday,Vegan Lemon and Blueberry Drizzle cake,3.0,1.0,4.0
2025-03-23,Sunday,Vegan Lemon and Blueberry Drizzle cake,3.0,1.0,4.0
2025-03-24,Monday,Vegan Lemon and Blueberry Drizzle cake,3.0,1.0,5.0
2025-03-25,Tuesday,Vegan Lemon and Blueberry Drizzle cake,3.0,1.0,5.0
2025-03-26,Wednesday,Vegan Lemon and Blueberry Drizzle cake,3.0,1.0,4.0
2025-03-27,Thursday,Vegan Lemon and Blueberry Drizzle cake,4.0,2.0,6.0
2025-03-21,Friday,Weekend special,1.0,-0.0,2.0
2025-03-22,Saturday,Weekend special,2.0,1.0,3.0
2025-03-23,Sunday,Weekend special,2.0,1.0,3.0
2025-03-24,Monday,Weekend special,-3.0,-5.0,-2.0
2025-03-25,Tuesday,Weekend special,-2.0,-3.0,-1.0
2025-03-26,Wednesday,Weekend special,-3.0,-4.0,-2.0
2025-03-27,Thursday,Weekend special,-2.0,-3.0,-1.0
2025-03-21,Friday,Yallah House 250g,1.0,1.0,1.0
2025-03-22,Saturday,Yallah House 250g,1.0,1.0,1.0
2025-03-23,Sunday,Yallah House 250g,1.0,1.0,1.0
2025-03-24,Monday,Yallah House 250g,1.0,1.0,1.0
2025-03-25,Tuesday,Yallah House 250g,1.0,1.0,1.0
2025-03-26,Wednesday,Yallah House 250g,1.0,1.0,1.0
2025-03-27,Thursday,Yallah House 250g,1.0,1.0,1.0
2025-03-21,Friday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-22,Saturday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-23,Sunday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-24,Monday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-25,Tuesday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-26,Wednesday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-27,Thursday,Yallah Trust 250g,1.0,1.0,1.0
2025-03-21,Friday,mince pie swirl,9.0,8.0,11.0
2025-03-22,Saturday,mince pie swirl,9.0,7.0,10.0
2025-03-23,Sunday,mince pie swirl,7.0,6.0,9.0
2025-03-24,Monday,mince pie swirl,9.0,7.0,10.0
2025-03-25,Tuesday,mince pie swirl,8.0,7.0,10.0
2025-03-26,Wednesday,mince pie swirl,10.0,9.0,12.0
2025-03-27,Thursday,mince pie swirl,10.0,8.0,11.0
